Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
98,Jordan Clarkson\clarkjo01,SG,25,CLE,24,563,16.0,.574,.394,.213,2.2,8.2,5.3,11.9,1.4,0.5,8.9,24.0,,0.8,0.2,1.0,.084,,0.8,-3.4,-2.5,-0.1
99,Gian Clavell\clavegi01,SG,24,DAL,7,64,7.4,.530,.833,.111,1.7,10.7,6.1,6.7,1.6,0.0,9.6,14.8,,0.0,0.0,0.1,.043,,-1.7,-1.8,-3.5,0.0
100,Antonius Cleveland\clevean01,SG,23,DAL,13,81,5.1,.317,.071,.286,2.7,11.3,6.9,3.3,3.7,4.4,11.3,10.0,,-0.1,0.1,0.0,-0.003,,-7.5,4.5,-3.0,0.0
101,John Collins\collijo01,PF,20,ATL,70,1663,18.6,.628,.081,.339,11.3,23.0,17.1,7.9,1.3,4.0,14.1,17.9,,3.3,1.9,5.2,.151,,-0.2,1.7,1.6,1.5
102,Zach Collins\colliza01,C,20,POR,62,979,8.2,.487,.387,.146,4.9,18.3,11.7,7.3,0.8,2.5,15.6,15.5,,-0.4,1.2,0.8,.038,,-3.7,0.9,-2.9,-0.2
103,Kyle Collinsworth\colliky01,SF,26,DAL,28,374,9.5,.439,.191,.471,7.2,17.8,12.3,14.1,2.0,1.4,18.0,12.2,,0.0,0.4,0.4,.050,,-4.0,2.3,-1.8,0.0
104,Darren Collison\collida01,PG,30,IND,65,1929,18.9,.613,.327,.235,2.1,7.6,4.9,26.3,2.3,0.7,11.2,17.4,,5.6,1.8,7.3,.182,,3.2,-1.0,2.2,2.0
105,Nick Collison\collini01,PF,37,OKC,13,72,13.8,.666,.000,.421,8.9,20.7,14.6,8.6,0.0,0.0,23.7,17.6,,0.1,0.0,0.1,.080,,-3.2,-2.8,-6.0,-0.1
106,Mike Conley\conlemi01,PG,30,MEM,12,373,15.5,.520,.458,.393,0.0,8.6,4.2,22.3,1.6,0.8,8.4,26.0,,0.4,0.2,0.6,.080,,1.2,-3.4,-2.2,0.0
107,Pat Connaughton\connapa01,SG,25,POR,78,1432,9.3,.535,.542,.113,2.6,9.0,5.8,8.9,0.7,1.2,9.3,13.5,,1.1,1.2,2.3,.078,,-0.9,-0.6,-1.5,0.2
108,Quinn Cook\cookqu01,PG,24,GSW,29,597,13.4,.600,.410,.102,1.6,10.1,6.2,16.7,0.9,0.1,10.8,17.7,,1.0,0.4,1.4,.110,,0.7,-2.7,-2.0,0.0
109,Charles Cooke\cookech01,SG,23,NOP,11,34,-3.4,.233,.583,.167,0.0,6.2,3.2,3.6,1.4,0.0,7.2,17.7,,-0.2,0.0,-0.1,-0.208,,-9.9,-3.5,-13.4,-0.1
110,Jack Cooley\cooleja01,PF,26,SAC,4,43,26.0,.581,.000,.333,22.8,27.8,25.2,15.0,1.2,0.0,0.0,17.9,,0.2,0.0,0.3,.282,,4.8,-1.2,3.6,0.1
111,Matt Costello\costema01,C,24,SAS,4,32,9.7,.500,.000,.000,3.4,27.8,15.6,8.3,3.2,5.2,20.0,7.0,,0.0,0.1,0.1,.129,,-5.0,6.7,1.7,0.0
112,DeMarcus Cousins\couside01,C,27,NOP,48,1737,22.7,.583,.340,.456,6.8,31.0,19.3,23.2,2.2,3.5,18.9,31.9,,1.5,3.1,4.6,.127,,2.0,3.6,5.6,3.3
113,Robert Covington\covinro01,PF,27,PHI,75,2378,12.8,.563,.656,.162,2.5,15.4,9.2,8.7,2.5,2.1,12.3,17.5,,1.5,4.1,5.6,.113,,0.4,1.8,2.2,2.6
114,Allen Crabbe\crabbal01,SG,25,BRK,71,2085,11.1,.540,.634,.155,1.3,14.3,7.7,7.9,1.0,1.1,8.4,18.6,,0.9,1.3,2.2,.051,,-0.3,-1.1,-1.5,0.3
115,Torrey Craig\craigto01,SF,27,DEN,35,586,10.3,.549,.406,.263,7.5,15.8,11.6,5.3,0.8,1.6,11.4,12.4,,0.6,0.3,0.9,.073,,-1.4,-1.3,-2.7,-0.1
116,Jamal Crawford\crawfja01,SG,37,MIN,76,1566,13.5,.527,.425,.154,1.3,5.5,3.4,17.1,1.2,0.4,10.8,24.2,,1.1,0.3,1.3,.041,,0.3,-4.3,-3.9,-0.8
117,Jordan Crawford\crawfjo02,SG,29,NOP,2,37,15.8,.643,.357,.000,6.1,2.8,4.4,35.7,0.0,2.2,22.2,21.1,,0.1,0.0,0.1,.123,,1.3,-4.7,-3.4,0.0
118,Jae Crowder\crowdja01,SF,27,TOT,76,2007,10.3,.531,.506,.226,3.1,11.4,7.3,6.9,1.5,0.8,9.5,16.9,,1.0,1.5,2.5,.060,,-0.8,-1.0,-1.8,0.1
118,Jae Crowder\crowdja01,SF,27,CLE,53,1346,10.2,.545,.503,.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,,1.0,0.6,1.7,.060,,-0.6,-1.2,-1.8,0.1
118,Jae Crowder\crowdja01,SF,27,UTA,23,661,10.6,.509,.510,.199,2.4,12.6,7.6,8.7,1.4,0.9,9.9,20.7,,0.0,0.8,0.8,.058,,-1.4,-0.5,-1.9,0.0
119,Dante Cunningham\cunnida01,SF,30,TOT,70,1499,9.7,.542,.474,.149,5.1,14.5,9.9,4.1,1.2,1.4,8.1,11.5,,1.0,1.2,2.2,.070,,-1.5,-0.1,-1.6,0.2
119,Dante Cunningham\cunnida01,SF,30,NOP,51,1115,8.5,.525,.480,.160,5.0,13.5,9.4,3.0,1.2,1.1,6.2,10.0,,0.7,0.8,1.5,.065,,-1.7,-0.1,-1.8,0.1
119,Dante Cunningham\cunnida01,SF,30,BRK,19,384,13.2,.574,.462,.128,5.5,17.4,11.3,7.3,1.4,1.9,11.5,15.7,,0.3,0.3,0.7,.085,,-1.0,0.1,-0.9,0.1
120,Stephen Curry\curryst01,PG,29,GSW,51,1631,28.2,.675,.580,.350,2.7,14.4,8.9,30.2,2.4,0.4,13.3,31.0,,7.2,1.9,9.2,.270,,9.8,-1.2,8.6,4.4
121,Troy Daniels\danietr01,SG,26,PHO,78,1609,10.0,.585,.798,.112,0.8,7.7,4.2,4.6,0.7,0.3,8.3,17.2,,1.5,0.0,1.5,.045,,0.8,-3.7,-2.8,-0.3
122,Anthony Davis\davisan02,PF,24,NOP,70,2551,28.8,.613,.113,.400,7.7,24.9,16.5,10.9,1.9,5.4,8.7,29.8,,8.2,4.4,12.6,.237,,2.9,2.1,5.1,4.5
123,Deyonta Davis\davisde01,C,21,MEM,57,819,16.7,.628,.000,.238,8.8,21.9,15.2,7.4,0.7,4.0,10.0,15.3,,1.7,0.8,2.5,.146,,-1.3,0.5,-0.8,0.2
124,Ed Davis\davised01,C,28,POR,76,1439,15.8,.610,.003,.387,13.9,28.6,21.3,4.0,1.1,2.9,15.8,12.2,,2.6,2.4,5.0,.168,,-1.6,1.7,0.1,0.8
125,Dewayne Dedmon\dedmode01,C,28,ATL,58,1436,15.8,.600,.303,.168,7.5,28.1,17.8,9.1,1.3,2.8,14.6,17.1,,1.6,1.7,3.4,.113,,-1.0,1.5,0.5,0.9
126,Sam Dekker\dekkesa01,PF,23,LAC,69,817,11.1,.526,.251,.222,5.2,15.5,10.4,6.0,1.3,0.9,10.3,15.5,,0.4,0.6,1.1,.063,,-2.4,-0.9,-3.3,-0.3
127,Malcolm Delaney\delanma01,PG,28,ATL,54,1014,10.7,.519,.435,.323,1.0,10.0,5.5,23.4,1.7,0.5,16.9,16.9,,0.4,0.6,1.0,.047,,-2.0,-1.6,-3.6,-0.4
128,Matthew Dellavedova\dellama01,PG,27,MIL,37,702,8.7,.506,.517,.168,2.2,8.4,5.3,27.3,1.0,0.0,23.1,13.4,,0.3,0.2,0.5,.034,,-2.2,-3.6,-5.8,-0.7
129,Luol Deng\denglu01,SF,32,LAL,1,13,5.5,.500,.000,.000,0.0,0.0,0.0,10.1,3.7,0.0,33.3,9.8,,0.0,0.0,0.0,-0.018,,-7.2,-1.4,-8.6,0.0
130,DeMar DeRozan\derozde01,SG,28,TOR,76,2589,21.4,.559,.201,.403,2.5,10.3,6.5,25.0,1.6,0.6,9.6,29.7,,6.8,2.5,9.3,.173,,3.0,-1.0,2.0,2.6
131,Cheick Diallo\diallch01,PF,21,NOP,47,515,17.7,.618,.000,.379,8.7,30.5,19.9,4.5,0.9,2.9,10.5,17.7,,1.0,0.7,1.8,.164,,-2.8,-0.6,-3.3,-0.2
132,Gorgui Dieng\dienggo01,C,28,MIN,75,1281,14.2,.536,.147,.266,8.8,22.2,15.4,7.6,1.7,2.5,12.4,16.2,,1.3,1.2,2.6,.096,,-1.3,0.6,-0.7,0.4
133,Spencer Dinwiddie\dinwisp01,PG,24,BRK,77,2217,16.0,.526,.508,.323,1.9,10.3,6.1,35.1,1.4,0.8,11.6,20.3,,4.2,1.3,5.5,.118,,2.1,-1.7,0.4,1.3
134,Tyler Dorsey\dorsety01,SG,21,ATL,52,871,9.1,.478,.528,.148,2.2,13.0,7.6,13.4,0.8,0.4,8.9,19.8,,-0.2,0.3,0.1,.007,,-2.2,-2.5,-4.7,-0.6
135,Damyean Dotson\dotsoda01,SG,23,NYK,40,356,8.9,.489,.409,.130,2.2,15.2,8.7,9.2,1.0,0.2,9.7,16.5,,0.0,0.2,0.2,.022,,-2.7,-2.1,-4.9,-0.3
136,Milton Doyle\doylemi01,SG,24,BRK,7,75,4.5,.321,.483,.172,2.8,14.3,8.5,9.8,2.6,1.0,6.0,19.2,,-0.2,0.1,-0.1,-0.089,,-6.4,-0.6,-7.0,-0.1
137,PJ Dozier\doziepj01,PG,21,OKC,2,3,-5.0,.500,.000,.000,0.0,38.3,18.5,0.0,0.0,0.0,33.3,42.9,,0.0,0.0,0.0,-0.403,,-23.5,-10.5,-34.0,0.0
138,Goran Dragic\dragigo01,PG,31,MIA,73,2324,16.8,.544,.281,.255,2.6,12.0,7.3,25.4,1.3,0.4,12.1,25.8,,3.0,2.3,5.3,.110,,1.2,-1.1,0.1,1.2
139,Larry Drew II\drewla02,PG,27,TOT,9,65,3.4,.386,.364,.000,5.2,0.0,2.5,16.3,0.0,0.0,12.0,16.6,,-0.1,0.0,-0.1,-0.053,,-4.9,-5.0,-9.9,-0.1
139,Larry Drew\drewla02,PG,27,PHI,3,15,-9.4,.143,.429,.000,7.5,0.0,3.6,17.3,0.0,0.0,12.5,22.8,,-0.1,0.0,-0.1,-0.301,,-12.2,-5.1,-17.3,-0.1
139,Larry Drew\drewla02,PG,27,NOP,6,50,7.3,.500,.333,.000,4.5,0.0,2.2,16.0,0.0,0.0,11.8,14.7,,0.0,0.0,0.0,.021,,-2.7,-5.0,-7.7,-0.1
140,Andre Drummond\drumman01,C,24,DET,75,2504,23.3,.557,.009,.450,16.5,36.6,26.4,14.5,2.2,4.4,15.9,21.3,,4.5,5.6,10.1,.194,,0.3,5.4,5.7,4.9
141,Jared Dudley\dudleja01,PF,32,PHO,45,626,8.7,.554,.682,.264,1.3,13.4,7.3,16.2,1.7,1.2,17.5,10.1,,0.4,0.3,0.8,.058,,-1.8,-0.2,-2.0,0.0
142,Kris Dunn\dunnkr01,PG,23,CHI,52,1525,14.5,.488,.201,.173,1.6,14.3,7.8,33.3,3.3,1.6,17.3,24.7,,-1.0,1.9,0.9,.028,,-1.5,1.4,0.0,0.8
143,Kevin Durant\duranke01,PF,29,GSW,64,2196,26.1,.643,.337,.331,1.7,19.4,11.2,25.3,1.0,4.2,12.9,30.3,,7.2,2.9,10.1,.221,,5.0,0.9,5.9,4.4
144,Jarell Eddie\eddieja01,SF,26,TOT,3,9,-1.9,.000,1.000,.000,0.0,12.0,6.1,0.0,5.6,0.0,0.0,9.8,,0.0,0.0,0.0,-0.141,,-10.1,1.7,-8.4,0.0
144,Jarell Eddie\eddieja01,SF,26,BOS,2,6,4.0,.000,1.000,.000,0.0,18.0,9.1,0.0,8.3,0.0,0.0,7.5,,0.0,0.0,0.0,-0.026,,-8.6,5.1,-3.5,0.0
144,Jarell Eddie\eddieja01,SF,26,CHI,1,3,-13.6,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.371,,-13.0,-5.2,-18.2,0.0
145,Henry Ellenson\ellenhe01,PF,21,DET,33,229,8.8,.432,.388,.155,4.2,24.6,14.2,11.3,0.7,0.0,10.6,23.8,,-0.3,0.2,-0.1,-0.017,,-5.4,-2.2,-7.6,-0.3
146,Wayne Ellington\ellinwa01,SG,30,MIA,73,1939,12.1,.582,.829,.115,1.2,10.9,6.1,6.1,1.2,0.3,7.0,17.3,,2.2,1.8,4.0,.099,,1.5,-1.8,-0.3,0.8
147,Joel Embiid\embiijo01,C,23,PHI,63,1912,23.0,.573,.203,.442,8.4,29.8,19.5,18.2,1.0,4.8,15.6,33.4,,2.4,3.9,6.2,.156,,0.2,2.6,2.8,2.3
148,James Ennis III\ennisja01,SF,27,TOT,67,1533,11.9,.596,.392,.317,5.3,11.1,8.2,6.7,1.5,1.1,11.6,13.5,,2.1,1.1,3.2,.099,,-0.4,-0.4,-0.8,0.5
148,James Ennis\ennisja01,SF,27,MEM,45,1053,11.9,.610,.378,.329,5.7,11.7,8.6,7.1,1.5,1.1,13.0,12.5,,1.5,0.6,2.1,.096,,-0.4,-0.3,-0.7,0.4
148,James Ennis\ennisja01,SF,27,DET,22,480,12.0,.574,.413,.297,4.5,9.9,7.1,5.9,1.4,1.1,9.3,15.9,,0.6,0.5,1.0,.105,,-0.6,-0.5,-1.1,0.1
149,Tyler Ennis\ennisty01,PG,23,LAL,49,552,10.1,.455,.256,.114,3.1,11.9,7.5,21.4,1.9,1.3,13.6,16.4,,0.0,0.6,0.5,.047,,-3.3,-0.2,-3.5,-0.2
150,Jawun Evans\evansja01,PG,21,LAC,48,778,7.2,.421,.213,.194,1.3,10.4,5.9,17.8,2.2,0.6,13.8,17.7,,-0.8,0.7,-0.1,-0.008,,-4.3,-0.5,-4.7,-0.5
151,Tyreke Evans\evansty01,PG,28,MEM,52,1607,21.2,.561,.354,.258,3.1,16.3,9.6,31.5,1.8,1.0,11.5,28.5,,3.0,1.3,4.3,.129,,4.5,-0.7,3.8,2.4
152,Dante Exum\exumda01,PG,22,UTA,10,148,21.9,.630,.203,.356,1.6,11.4,6.5,32.9,2.0,0.6,15.0,24.4,,0.4,0.2,0.6,.210,,2.2,-1.1,1.1,0.1
153,Kenneth Faried\farieke01,PF,28,DEN,32,461,17.4,.552,.007,.345,16.7,20.8,18.7,5.8,1.3,2.4,11.9,18.2,,0.9,0.4,1.3,.130,,-1.1,-1.2,-2.3,0.0
154,Derrick Favors\favorde01,C,26,UTA,73,2044,18.8,.594,.084,.319,10.6,18.4,14.5,8.0,1.3,3.2,10.3,18.5,,4.2,3.3,7.5,.176,,0.4,2.1,2.5,2.4
155,Kay Felder\feldeka01,PG,22,TOT,15,137,2.9,.375,.279,.176,1.5,10.5,5.9,22.5,1.1,0.6,17.9,28.4,,-0.6,0.1,-0.5,-0.185,,-8.7,-3.5,-12.1,-0.3
155,Kay Felder\feldeka01,PG,22,CHI,14,134,3.6,.386,.273,.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,,-0.5,0.1,-0.5,-0.166,,-8.2,-3.3,-11.5,-0.3
155,Kay Felder\feldeka01,PG,22,DET,1,3,-31.6,.000,.500,.000,35.9,0.0,18.4,0.0,0.0,0.0,33.3,44.2,,-0.1,0.0,-0.1,-1.005,,-29.5,-11.8,-41.4,0.0
156,Cristiano Felicio\feliccr01,C,25,CHI,51,856,12.3,.619,.005,.346,8.8,16.7,12.6,8.6,0.6,1.1,17.5,13.4,,1.1,0.5,1.6,.088,,-2.3,-0.2,-2.5,-0.1
157,Raymond Felton\feltora01,PG,33,OKC,79,1324,13.2,.492,.410,.080,2.0,11.1,6.4,22.9,1.8,1.0,11.5,20.4,,0.9,1.3,2.2,.080,,-1.1,-1.8,-2.8,-0.3
158,Terrance Ferguson\fergute01,SG,19,OKC,59,728,7.0,.532,.692,.063,2.8,3.9,3.3,3.2,1.6,1.2,6.3,10.3,,0.5,0.5,1.1,.070,,-1.5,-1.3,-2.8,-0.1
159,Yogi Ferrell\ferreyo01,SG,24,DAL,78,2220,11.4,.544,.487,.140,1.3,11.3,6.2,12.9,1.4,0.3,9.2,17.0,,1.5,1.6,3.0,.065,,-0.4,-0.5,-0.9,0.6
160,Dorian Finney-Smith\finnedo01,PF,24,DAL,17,309,5.9,.474,.638,.159,4.5,13.3,8.8,6.8,1.1,1.2,16.9,13.1,,-0.2,0.2,0.0,.006,,-3.7,0.2,-3.5,-0.1
161,Bryn Forbes\forbebr01,SG,24,SAS,76,1444,9.1,.524,.464,.143,0.8,7.2,4.0,8.1,0.9,0.1,6.8,16.7,,0.7,1.3,2.0,.067,,-1.3,-1.8,-3.0,-0.4
162,Evan Fournier\fournev01,SF,25,ORL,57,1837,15.6,.577,.418,.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,,2.5,0.9,3.4,.089,,1.6,-2.1,-0.4,0.7
163,De'Aaron Fox\foxde01,PG,20,SAC,70,1928,11.2,.477,.188,.242,1.6,9.7,5.5,24.5,1.8,1.0,16.1,23.2,,-1.5,0.9,-0.6,-0.015,,-2.8,-1.6,-4.4,-1.2
164,Tim Frazier\fraziti01,PG,27,WAS,56,807,11.2,.477,.335,.183,2.5,12.7,7.7,31.4,2.6,0.8,23.7,12.7,,0.4,0.9,1.3,.079,,-2.3,0.1,-2.2,0.0
165,Channing Frye\fryech01,C,34,TOT,49,617,13.4,.606,.554,.082,2.0,19.9,11.1,7.5,1.4,1.8,8.2,14.9,,0.9,0.5,1.4,.107,,-0.5,-0.9,-1.4,0.1
165,Channing Frye\fryech01,C,34,CLE,44,545,13.9,.604,.533,.089,2.1,20.2,11.3,7.5,1.5,1.9,8.8,15.7,,0.7,0.5,1.2,.105,,-0.5,-0.8,-1.3,0.1
165,Channing Frye\fryech01,C,34,LAL,5,72,9.7,.633,.800,.000,1.5,17.7,9.6,7.5,0.0,1.1,0.0,8.8,,0.1,0.1,0.2,.124,,-0.7,-1.4,-2.1,0.0
166,Markelle Fultz\fultzma01,SG,19,PHI,9,160,11.0,.415,.000,.258,4.9,9.8,7.4,26.8,1.8,1.6,10.9,22.0,,-0.1,0.2,0.1,.038,,-4.3,-0.2,-4.5,-0.1
167,Danilo Gallinari\gallida01,SF,29,LAC,21,671,13.9,.545,.434,.340,1.5,14.8,8.3,8.9,0.9,1.2,8.1,20.6,,0.8,0.4,1.3,.091,,0.0,-1.3,-1.3,0.1
168,Langston Galloway\gallola01,SG,26,DET,54,782,12.3,.509,.648,.112,1.7,10.2,5.8,10.3,1.9,0.6,5.1,19.0,,0.5,0.8,1.4,.084,,-0.1,-1.5,-1.6,0.1
169,Marc Gasol\gasolma01,C,33,MEM,71,2354,17.5,.533,.309,.331,3.6,25.5,14.3,21.5,1.1,4.0,13.9,25.8,,1.5,2.7,4.1,.084,,-0.1,1.7,1.6,2.2
170,Pau Gasol\gasolpa01,C,37,SAS,73,1723,19.0,.541,.188,.334,7.7,30.3,19.0,20.1,0.6,3.7,13.4,20.7,,2.5,3.2,5.7,.159,,-0.2,3.3,3.1,2.2
171,Rudy Gay\gayru01,PF,31,SAS,53,1134,17.8,.543,.211,.270,6.8,19.5,13.1,9.7,1.9,2.6,11.7,24.6,,0.9,2.0,2.9,.121,,-0.9,1.0,0.1,0.6
172,Paul George\georgpa01,SF,27,OKC,76,2779,18.4,.566,.447,.300,2.7,15.0,8.7,14.7,2.8,1.2,12.3,25.6,,4.5,3.8,8.3,.143,,2.3,0.1,2.4,3.1
173,Marcus Georges-Hunt\georgma01,SG,23,MIN,41,223,6.3,.498,.298,.447,3.6,4.7,4.2,4.1,1.3,0.0,5.1,11.8,,0.1,0.0,0.2,.038,,-2.0,-2.7,-4.7,-0.2
174,Taj Gibson\gibsota01,PF,32,MIN,78,2613,15.4,.615,.050,.253,8.0,16.5,12.2,5.3,1.1,1.8,9.9,14.6,,5.2,1.5,6.8,.124,,1.0,0.1,1.2,2.1
175,Manu Ginobili\ginobma01,SG,40,SAS,62,1241,12.4,.544,.409,.285,1.7,10.0,5.8,18.8,1.7,1.1,16.7,21.3,,0.4,1.6,2.0,.076,,-0.9,-0.4,-1.3,0.2
176,Rudy Gobert\goberru01,C,25,UTA,52,1702,20.9,.659,.000,.682,10.3,27.5,19.0,6.7,1.2,6.1,15.5,16.9,,4.0,3.6,7.6,.214,,-0.3,4.5,4.2,2.7
177,Aaron Gordon\gordoaa01,PF,22,ORL,54,1813,16.6,.530,.393,.265,5.3,21.9,13.5,11.7,1.4,1.9,9.6,24.4,,1.1,1.9,2.9,.078,,0.1,0.0,0.1,1.0
178,Eric Gordon\gordoer01,SG,29,HOU,68,2127,15.3,.580,.623,.251,1.3,7.6,4.5,11.6,1.0,1.1,10.8,24.8,,3.0,1.7,4.7,.106,,1.5,-2.5,-1.0,0.6
179,Marcin Gortat\gortama01,C,33,WAS,78,1967,14.9,.550,.000,.299,9.8,24.1,17.0,10.8,1.0,2.6,13.5,15.6,,2.4,2.3,4.7,.116,,-1.5,1.9,0.4,1.2
180,Treveon Graham\grahatr01,SG,24,CHO,63,1050,9.0,.553,.439,.267,4.2,8.3,6.2,7.9,1.5,0.2,9.9,11.3,,1.0,0.7,1.7,.079,,-0.6,-0.4,-1.0,0.3
181,Jerami Grant\grantje01,PF,23,OKC,78,1585,15.6,.596,.245,.497,5.7,16.1,10.7,5.1,0.9,4.1,9.1,16.0,,3.0,1.8,4.8,.145,,-1.1,0.2,-0.9,0.4
182,Jerian Grant\grantje02,PG,25,CHI,70,1574,14.5,.531,.370,.387,2.0,9.6,5.7,30.6,1.8,0.4,13.3,17.3,,2.3,0.9,3.3,.100,,0.0,-1.7,-1.8,0.1
183,Josh Gray\grayjo01,PG,24,PHO,5,86,7.3,.349,.317,.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.0,,-0.3,0.1,-0.2,-0.118,,-5.9,0.4,-5.4,-0.1
184,Danny Green\greenda02,SG,30,SAS,66,1720,11.7,.516,.576,.106,2.6,12.9,7.8,8.8,1.8,3.8,11.1,16.4,,0.2,2.8,3.1,.086,,-0.8,2.4,1.6,1.6
185,Draymond Green\greendr01,PF,27,GSW,66,2171,16.4,.555,.409,.280,4.1,21.1,13.2,29.1,2.0,3.2,21.8,17.1,,2.8,3.5,6.2,.138,,0.6,2.9,3.5,3.0
186,Gerald Green\greenge01,SG,32,HOU,37,825,14.0,.558,.721,.146,1.9,14.0,8.0,4.4,1.4,1.3,5.2,21.7,,1.0,0.9,1.9,.112,,0.6,-2.3,-1.8,0.1
187,JaMychal Green\greenja01,PF,27,MEM,55,1542,14.0,.530,.260,.227,10.8,24.4,17.4,8.3,1.1,1.5,12.4,17.9,,1.3,1.4,2.6,.082,,-1.2,-0.2,-1.3,0.3
188,Jeff Green\greenje02,PF,31,CLE,74,1715,14.2,.571,.269,.371,3.8,11.5,7.7,8.1,1.1,1.6,9.5,19.5,,2.5,0.8,3.3,.092,,-0.7,-1.6,-2.4,-0.2
189,Blake Griffin\griffbl01,PF,28,TOT,58,1970,19.7,.544,.323,.331,4.1,19.8,11.9,28.1,1.0,0.8,12.6,28.9,,3.2,1.9,5.0,.123,,2.8,0.0,2.8,2.4
189,Blake Griffin\griffbl01,PF,28,LAC,33,1139,20.5,.553,.324,.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,,2.0,1.0,3.1,.129,,3.1,0.0,3.1,1.5
189,Blake Griffin\griffbl01,PF,28,DET,25,831,18.5,.531,.323,.266,3.5,18.8,11.0,31.6,0.7,1.0,12.4,28.4,,1.1,0.8,2.0,.114,,2.4,0.0,2.4,0.9
190,Daniel Hamilton\hamilda02,SG,22,OKC,5,26,19.6,.545,.455,.000,0.0,22.1,10.7,42.6,1.9,0.0,15.4,21.5,,0.1,0.0,0.1,.162,,1.0,-1.9,-0.9,0.0
191,Tim Hardaway Jr.\hardati02,SG,25,NYK,56,1856,14.3,.531,.476,.209,1.9,11.2,6.6,12.5,1.6,0.5,9.0,23.8,,1.5,1.0,2.5,.065,,1.6,-1.8,-0.2,0.8
192,James Harden\hardeja01,SG,28,HOU,69,2449,30.1,.619,.499,.498,1.8,15.4,8.6,44.8,2.5,1.7,14.7,36.2,,11.4,3.6,15.0,.294,,9.8,1.3,11.1,8.1
193,Maurice Harkless\harklma01,SF,24,POR,59,1264,12.6,.596,.397,.199,4.0,9.9,7.0,6.0,1.9,2.8,11.0,12.6,,1.6,1.6,3.2,.122,,-0.2,2.0,1.8,1.2
194,Montrezl Harrell\harremo01,C,24,LAC,72,1190,24.9,.656,.012,.417,9.3,17.1,13.3,9.2,1.3,3.3,9.8,23.8,,4.1,1.2,5.3,.213,,2.4,-0.1,2.3,1.3
195,Devin Harris\harride01,PG,34,TOT,67,1272,12.8,.561,.493,.384,1.0,9.8,5.3,16.7,1.8,0.8,13.0,20.1,,1.4,0.9,2.3,.087,,-0.3,-1.6,-1.9,0.0
195,Devin Harris\harride01,PG,34,DAL,44,807,13.5,.560,.440,.394,1.2,10.8,5.9,16.4,2.1,0.9,12.8,21.5,,0.7,0.8,1.5,.087,,-0.5,-0.8,-1.3,0.1
195,Devin Harris\harride01,PG,34,DEN,23,465,11.6,.563,.600,.364,0.7,8.0,4.4,17.3,1.5,0.7,13.3,17.5,,0.7,0.2,0.8,.087,,0.1,-3.0,-2.9,-0.1
196,Gary Harris\harriga01,SG,23,DEN,65,2265,16.6,.599,.436,.175,1.8,6.8,4.3,13.1,2.6,0.6,11.0,20.6,,3.9,1.4,5.4,.113,,2.5,-1.6,1.0,1.7
197,Joe Harris\harrijo01,SG,26,BRK,76,1916,13.0,.626,.576,.169,2.8,11.3,7.0,9.6,0.9,0.7,12.1,16.7,,2.7,0.8,3.6,.089,,1.1,-1.3,-0.2,0.9
198,Tobias Harris\harrito02,PF,25,TOT,76,2546,17.4,.569,.369,.178,2.4,15.6,8.9,11.6,1.3,1.1,7.2,23.2,,4.3,2.5,6.8,.128,,1.7,-0.7,1.0,1.9
198,Tobias Harris\harrito02,PF,25,DET,48,1563,16.8,.564,.389,.192,2.5,15.0,8.6,10.0,1.1,0.8,6.2,23.2,,2.6,1.6,4.2,.128,,1.4,-1.2,0.3,0.9
198,Tobias Harris\harrito02,PF,25,LAC,28,983,18.4,.576,.336,.157,2.3,16.5,9.5,14.2,1.6,1.6,8.7,23.3,,1.7,0.9,2.6,.128,,2.1,0.0,2.1,1.0
199,Aaron Harrison\harriaa01,SG,23,DAL,6,123,4.7,.351,.657,.314,0.9,14.0,7.2,9.0,2.4,1.4,4.8,15.5,,-0.2,0.1,-0.1,-0.025,,-4.8,0.5,-4.3,-0.1
200,Andrew Harrison\harrian01,PG,23,MEM,56,1326,12.7,.534,.331,.371,2.0,9.7,5.7,21.4,1.5,1.8,14.0,19.7,,1.0,0.8,1.8,.065,,-0.9,-1.4,-2.3,-0.1
201,Shaquille Harrison\harrish01,PG,24,PHO,20,291,15.2,.534,.221,.347,2.5,16.5,9.4,18.1,3.5,1.9,12.7,18.3,,0.2,0.3,0.6,.091,,-1.3,1.5,0.2,0.2
202,Josh Hart\hartjo01,SG,22,LAL,58,1278,11.3,.583,.536,.229,3.1,15.7,9.4,7.7,1.5,0.9,9.9,12.4,,1.4,1.3,2.8,.103,,-0.7,0.3,-0.4,0.5
203,Udonis Haslem\hasleud01,C,37,MIA,13,66,2.3,.250,.500,.000,5.1,10.3,7.7,10.1,0.0,2.6,12.5,10.9,,-0.1,0.1,-0.1,-0.055,,-7.1,-0.2,-7.3,-0.1
